pdf,page,index,source,side_pt,native_width,native_height,trimmed,detector_score,texture,x0,y0,x1,y1
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce.pdf",539,0,embedded,280.5,350,350,True,1.0,0.6102,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce.pdf",584,0,embedded,280.5,350,350,True,1.0,0.559,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce.pdf",629,0,embedded,280.5,350,350,True,1.0,0.6878,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce.pdf",674,0,embedded,280.5,350,350,True,1.0,0.6766,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce.pdf",718,0,embedded,280.5,350,350,True,1.0,0.5549,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce.pdf",763,0,embedded,280.5,350,350,True,1.0,0.6212,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce.pdf",808,0,embedded,280.5,350,350,True,1.0,0.6634,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce.pdf",853,0,embedded,280.5,350,350,True,1.0,0.6242,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce.pdf",898,0,embedded,280.5,350,350,True,1.0,0.491,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce.pdf",943,0,embedded,280.5,350,350,True,1.0,0.5743,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce.pdf",987,0,embedded,280.5,350,350,True,1.0,0.5908,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce.pdf",1032,0,embedded,280.5,350,350,True,1.0,0.5846,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce_hq.pdf",46,0,embedded,280.5,350,350,False,0.7,0.3967,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce_hq.pdf",91,0,embedded,280.5,350,350,False,0.7,0.3477,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce_hq.pdf",136,0,embedded,280.5,350,350,True,0.85,0.2345,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce_hq.pdf",180,0,embedded,280.5,350,350,False,0.7,0.3139,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce_hq.pdf",225,0,embedded,280.5,350,350,False,0.7,0.3946,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce_hq.pdf",270,0,embedded,280.5,350,350,False,0.7,0.431,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce_hq.pdf",315,0,embedded,280.5,350,350,False,0.7,0.3804,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce_hq.pdf",360,0,embedded,280.5,350,350,False,0.7,0.4485,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce_hq.pdf",405,0,embedded,280.5,350,350,False,0.7,0.3119,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce_hq.pdf",449,0,embedded,280.5,350,350,True,0.85,0.3341,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce_hq.pdf",494,0,embedded,280.5,350,350,False,0.7,0.402,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce_hq.pdf",539,0,embedded,280.5,350,350,False,0.7,0.4619,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce_hq.pdf",584,0,embedded,280.5,350,350,True,0.85,0.4006,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce_hq.pdf",629,0,embedded,280.5,350,350,False,0.7,0.4672,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce_hq.pdf",674,0,embedded,280.5,350,350,False,0.7,0.4607,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce_hq.pdf",718,0,embedded,280.5,350,350,False,0.7,0.4199,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce_hq.pdf",763,0,embedded,280.5,350,350,False,0.7,0.4464,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce_hq.pdf",808,0,embedded,280.5,350,350,True,1.0,0.6634,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce_hq.pdf",853,0,embedded,280.5,350,350,False,0.7,0.4099,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce_hq.pdf",898,0,embedded,280.5,350,350,False,0.7,0.3313,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce_hq.pdf",943,0,embedded,280.5,350,350,False,0.7,0.3437,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce_hq.pdf",987,0,embedded,280.5,350,350,False,0.7,0.3362,165.75,144.75,446.25,425.25
"1001_Winning_Chess_Sacrifices_and_Combinations,_Fred_Reinfeld,_Bruce_hq.pdf",1032,0,embedded,280.5,350,350,False,0.7,0.3384,165.75,144.75,446.25,425.25
1937 Kemeri.pdf,13,0,embedded,149.94,590,625,True,1.0,0.5268,44.3,231.3,185.78,381.24
1937 Kemeri.pdf,13,1,embedded,141.84,591,588,True,1.0,0.544,210.4,383.05,352.24,524.17
1937 Kemeri.pdf,59,0,embedded,155.7,590,649,True,0.7727,0.5095,211.3,66.95,352.78,222.65
1937 Kemeri.pdf,70,0,embedded,141.84,591,588,True,0.9872,0.5223,40.3,260.8,182.14,401.92
1937 Kemeri.pdf,93,0,embedded,142.02,592,590,True,0.9915,0.558,205.55,222.85,347.57,364.33
1937 Kemeri.pdf,105,0,embedded,141.84,591,587,True,1.0,0.5183,41.05,155.15,182.89,295.91
1937 Kemeri.pdf,105,1,embedded,153.54,591,640,True,0.9586,0.5003,207.55,353.9,349.39,507.44
1937 Kemeri.pdf,117,0,embedded,141.66,590,588,True,1.0,0.5471,45.7,195.65,187.36,336.77
1937 Kemeri.pdf,128,0,embedded,142.38,593,593,True,1.0,0.4888,40.5,160.2,182.88,302.58
1937 Kemeri.pdf,140,0,embedded,161.82,590,674,True,0.8384,0.5703,209.35,116.45,350.83,278.27
1937 Kemeri.pdf,151,0,embedded,141.84,591,587,True,0.983,0.5227,41.95,128.35,183.79,269.11
1937 Kemeri.pdf,151,1,embedded,142.02,592,589,True,1.0,0.5418,208.6,137.15,350.62,278.45
1937 Kemeri.pdf,221,0,embedded,142.38,593,590,True,1.0,0.5291,43.9,72.0,186.28,213.66
1937 Kemeri.pdf,244,0,embedded,170.82,642,712,True,0.9042,0.5548,33.1,168.3,187.18,339.12
1937 Kemeri.pdf,255,0,contour,199.88,800,800,False,0.5,0.1311,15.05,105.66,177.63,305.54
1937 Kemeri.pdf,255,1,contour,76.55,800,800,False,0.5,0.3198,143.28,225.72,219.83,301.95
1937 Kemeri.pdf,267,0,contour,137.72,800,800,False,0.5,0.5988,47.43,76.22,185.16,213.29
1937 Kemeri.pdf,278,0,contour,115.81,800,800,False,0.5,0.1695,34.02,195.63,135.43,311.43
1937 Kemeri.pdf,278,1,contour,205.44,800,800,False,0.5,0.2118,160.62,194.32,352.32,399.76
400 Quebra-cabeças de Estratégia de Xadrez.pdf,53,0,contour,195.36,800,800,False,0.5,0.6711,199.29,87.05,394.33,282.41
400 Quebra-cabeças de Estratégia de Xadrez.pdf,158,0,contour,195.36,800,800,False,0.5,0.6299,199.29,87.05,394.33,282.41
400 Quebra-cabeças de Estratégia de Xadrez.pdf,211,0,contour,195.36,800,800,False,0.5,0.5586,199.29,87.05,394.33,282.41
400 Quebra-cabeças de Estratégia de Xadrez.pdf,263,0,contour,195.36,800,800,False,0.5,0.7143,199.29,87.05,394.33,282.41
400 Quebra-cabeças de Estratégia de Xadrez.pdf,315,0,contour,195.36,800,800,False,0.5,0.7176,199.29,87.05,394.33,282.41
400 Quebra-cabeças de Estratégia de Xadrez.pdf,368,0,contour,195.36,800,800,False,0.5,0.5919,199.29,87.05,394.33,282.41
400 Quebra-cabeças de Estratégia de Xadrez.pdf,420,0,contour,195.36,800,800,False,0.5,0.6291,199.29,87.05,394.33,282.41
400 Quebra-cabeças de Estratégia de Xadrez.pdf,473,0,contour,195.36,800,800,False,0.5,0.6882,199.29,87.05,394.33,282.41
400 Quebra-cabeças de Estratégia de Xadrez.pdf,525,0,contour,195.36,800,800,False,0.5,0.7176,199.29,87.05,394.33,282.41
400 Quebra-cabeças de Estratégia de Xadrez.pdf,525,1,contour,195.36,800,800,False,0.5,0.7387,199.29,524.89,394.33,720.26
400 Quebra-cabeças de Estratégia de Xadrez.pdf,577,0,contour,195.36,800,800,False,0.5,0.7026,199.29,87.05,394.33,282.41
400 Quebra-cabeças de Estratégia de Xadrez.pdf,630,0,contour,195.36,800,800,False,0.5,0.5979,199.29,87.05,394.33,282.41
400 Quebra-cabeças de Estratégia de Xadrez.pdf,682,0,contour,195.36,800,800,False,0.5,0.6563,199.29,87.05,394.33,282.41
400 Quebra-cabeças de Estratégia de Xadrez.pdf,735,0,contour,195.36,800,800,False,0.5,0.6809,199.29,87.05,394.33,282.41
400 Quebra-cabeças de Estratégia de Xadrez.pdf,787,0,contour,195.36,800,800,False,0.5,0.678,199.29,87.05,394.33,282.41
400 Quebra-cabeças de Estratégia de Xadrez.pdf,944,0,contour,195.36,800,800,False,0.5,0.6959,199.29,87.05,394.33,282.41
400 Quebra-cabeças de Estratégia de Xadrez.pdf,997,0,contour,195.36,800,800,False,0.5,0.6651,199.29,87.05,394.33,282.41
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1049,0,contour,195.36,800,800,False,0.5,0.6771,199.29,87.05,394.33,282.41
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1049,1,contour,195.36,800,800,False,0.5,0.6493,199.29,542.24,394.33,737.6
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1101,0,contour,195.36,800,800,False,0.5,0.6449,199.29,87.05,394.33,282.41
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1154,0,contour,195.36,800,800,False,0.5,0.6834,199.29,87.05,394.33,282.41
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1206,0,contour,195.36,800,800,False,0.5,0.6974,199.29,87.05,394.33,282.41
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1206,1,contour,195.36,800,800,False,0.5,0.6837,199.29,426.72,394.33,622.09
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,53,0,contour,193.07,800,800,False,0.5,0.2141,200.6,88.03,393.67,280.45
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,157,0,contour,194.05,800,800,False,0.5,0.1807,200.6,87.37,394.65,281.1
